MQ-2,MQ-3,MQ-136,MQ-137
232.0,398.0,98.0,196.0
232.0,398.0,98.0,196.0
231.0,398.0,98.0,196.0
231.0,397.0,98.0,196.0
231.0,397.0,98.0,196.0
231.0,397.0,98.0,196.0
231.0,397.0,98.0,196.0
231.0,397.0,98.0,196.0
231.0,397.0,98.0,196.0
231.0,397.0,98.0,196.0
231.0,396.0,98.0,195.0
231.0,396.0,98.0,195.0
231.0,396.0,98.0,196.0
231.0,396.0,98.0,195.0
231.0,396.0,98.0,195.0
231.0,396.0,98.0,195.0
231.0,395.0,98.0,195.0
231.0,395.0,98.0,195.0
231.0,395.0,98.0,194.0
231.0,395.0,98.0,195.0
230.0,395.0,98.0,194.0
231.0,395.0,98.0,194.0
230.0,395.0,98.0,194.0
230.0,394.0,98.0,194.0
230.0,394.0,98.0,194.0
230.0,394.0,97.0,194.0
230.0,394.0,98.0,194.0
230.0,393.0,98.0,194.0
230.0,393.0,97.0,194.0
230.0,393.0,97.0,194.0
230.0,393.0,97.0,194.0
230.0,393.0,97.0,193.0
230.0,393.0,98.0,193.0
230.0,392.0,97.0,193.0
230.0,392.0,97.0,193.0
230.0,392.0,97.0,193.0
229.0,392.0,97.0,193.0
229.0,392.0,97.0,193.0
229.0,392.0,97.0,193.0
229.0,392.0,97.0,193.0
229.0,392.0,97.0,193.0
229.0,391.0,97.0,193.0
229.0,391.0,97.0,193.0
229.0,391.0,97.0,192.0
229.0,391.0,97.0,192.0
229.0,391.0,97.0,192.0
229.0,391.0,97.0,192.0
229.0,391.0,97.0,192.0
229.0,391.0,97.0,192.0
229.0,391.0,97.0,192.0
229.0,391.0,97.0,192.0
228.0,391.0,97.0,192.0
228.0,390.0,97.0,192.0
228.0,390.0,96.0,191.0
228.0,390.0,97.0,191.0
228.0,390.0,96.0,191.0
228.0,390.0,96.0,191.0
228.0,390.0,96.0,191.0
228.0,390.0,96.0,191.0
228.0,389.0,96.0,191.0
228.0,389.0,96.0,191.0
228.0,389.0,96.0,190.0
228.0,389.0,96.0,190.0
228.0,389.0,96.0,190.0
228.0,389.0,96.0,190.0
228.0,389.0,96.0,190.0
228.0,389.0,96.0,190.0
228.0,388.0,96.0,190.0
227.0,388.0,96.0,190.0
227.0,388.0,96.0,190.0
227.0,388.0,96.0,190.0
227.0,388.0,96.0,189.0
227.0,387.0,96.0,189.0
227.0,387.0,96.0,189.0
227.0,387.0,96.0,189.0
226.0,387.0,96.0,189.0
226.0,387.0,96.0,189.0
226.0,387.0,95.0,189.0
226.0,387.0,96.0,189.0
226.0,386.0,96.0,189.0
226.0,386.0,95.0,189.0
226.0,386.0,95.0,189.0
226.0,386.0,95.0,188.0
226.0,386.0,95.0,188.0
226.0,386.0,95.0,188.0
226.0,385.0,96.0,188.0
226.0,385.0,96.0,188.0
226.0,385.0,95.0,188.0
226.0,385.0,95.0,188.0
225.0,385.0,95.0,188.0
335.0,537.0,138.0,302.0
335.0,537.0,137.0,302.0
335.0,536.0,137.0,301.0
335.0,536.0,136.0,300.0
334.0,535.0,136.0,300.0
335.0,535.0,136.0,299.0
335.0,534.0,136.0,299.0
335.0,534.0,136.0,299.0
335.0,533.0,135.0,299.0
335.0,532.0,135.0,299.0
335.0,532.0,135.0,299.0
335.0,531.0,135.0,299.0
336.0,531.0,135.0,299.0
336.0,531.0,136.0,299.0
336.0,531.0,136.0,300.0
337.0,531.0,136.0,300.0
337.0,531.0,136.0,300.0
337.0,531.0,136.0,300.0
337.0,531.0,136.0,300.0
337.0,531.0,136.0,300.0
338.0,531.0,136.0,301.0
338.0,531.0,136.0,301.0
338.0,531.0,136.0,301.0
338.0,531.0,136.0,301.0
338.0,530.0,137.0,301.0
338.0,530.0,137.0,301.0
338.0,530.0,136.0,301.0
339.0,530.0,136.0,301.0
339.0,530.0,136.0,302.0
339.0,530.0,137.0,302.0
338.0,530.0,137.0,302.0
338.0,529.0,136.0,302.0
338.0,529.0,136.0,302.0
338.0,528.0,136.0,302.0
337.0,528.0,137.0,302.0
337.0,527.0,136.0,302.0
336.0,527.0,136.0,302.0
336.0,526.0,136.0,302.0
335.0,526.0,136.0,302.0
335.0,526.0,136.0,302.0
335.0,526.0,136.0,301.0
334.0,526.0,136.0,301.0
334.0,526.0,136.0,301.0
334.0,526.0,136.0,301.0
334.0,525.0,136.0,301.0
333.0,525.0,136.0,301.0
333.0,524.0,136.0,301.0
333.0,523.0,136.0,301.0
332.0,523.0,136.0,301.0
332.0,523.0,136.0,301.0
332.0,522.0,136.0,301.0
332.0,522.0,136.0,301.0
332.0,521.0,136.0,301.0
332.0,521.0,136.0,301.0
332.0,521.0,136.0,301.0
331.0,521.0,135.0,301.0
331.0,520.0,135.0,301.0
331.0,520.0,135.0,301.0
332.0,520.0,135.0,301.0
332.0,520.0,135.0,301.0
332.0,520.0,135.0,301.0
332.0,520.0,135.0,301.0
332.0,519.0,135.0,301.0
332.0,519.0,135.0,301.0
332.0,519.0,135.0,301.0
331.0,518.0,135.0,301.0
331.0,518.0,135.0,301.0
331.0,517.0,135.0,300.0
330.0,517.0,135.0,301.0
330.0,517.0,135.0,300.0
331.0,517.0,135.0,301.0
330.0,516.0,135.0,300.0
328.0,515.0,134.0,299.0
328.0,514.0,134.0,298.0
328.0,513.0,133.0,298.0
328.0,514.0,133.0,298.0
329.0,514.0,134.0,298.0
329.0,514.0,134.0,299.0
330.0,515.0,134.0,299.0
331.0,515.0,134.0,299.0
331.0,516.0,135.0,300.0
331.0,516.0,135.0,300.0
331.0,516.0,135.0,300.0
331.0,516.0,135.0,300.0
331.0,516.0,135.0,300.0
332.0,516.0,135.0,300.0
332.0,516.0,135.0,300.0
331.0,516.0,135.0,300.0
331.0,517.0,135.0,301.0
331.0,517.0,135.0,300.0
331.0,517.0,135.0,300.0
331.0,517.0,135.0,300.0
331.0,517.0,135.0,300.0
331.0,517.0,135.0,300.0
331.0,517.0,135.0,300.0
331.0,517.0,135.0,300.0
331.0,517.0,135.0,300.0
331.0,517.0,134.0,300.0
331.0,518.0,135.0,300.0
331.0,518.0,134.0,300.0
331.0,518.0,134.0,300.0
331.0,518.0,134.0,300.0
331.0,518.0,134.0,300.0
331.0,518.0,134.0,300.0
331.0,518.0,134.0,301.0
331.0,517.0,134.0,301.0
330.0,517.0,134.0,300.0
330.0,517.0,134.0,300.0
330.0,517.0,134.0,300.0
330.0,517.0,134.0,300.0
330.0,517.0,134.0,300.0
330.0,517.0,133.0,300.0
330.0,516.0,133.0,300.0
330.0,516.0,133.0,300.0
330.0,516.0,133.0,300.0
330.0,516.0,133.0,300.0
329.0,516.0,133.0,300.0
329.0,515.0,133.0,300.0
329.0,515.0,133.0,300.0
329.0,515.0,133.0,300.0
329.0,514.0,133.0,300.0
329.0,514.0,133.0,300.0
329.0,514.0,132.0,300.0
329.0,514.0,133.0,300.0
328.0,514.0,133.0,300.0
328.0,514.0,132.0,300.0
328.0,514.0,132.0,300.0
328.0,513.0,132.0,300.0
328.0,513.0,132.0,300.0
328.0,513.0,132.0,300.0
328.0,513.0,132.0,300.0
328.0,513.0,132.0,300.0
328.0,513.0,132.0,300.0
327.0,512.0,132.0,300.0
327.0,512.0,132.0,300.0
327.0,512.0,132.0,299.0
327.0,512.0,132.0,299.0
327.0,511.0,132.0,299.0
327.0,511.0,132.0,299.0
326.0,511.0,132.0,299.0
326.0,511.0,131.0,299.0
326.0,510.0,131.0,299.0
326.0,510.0,131.0,299.0
326.0,510.0,131.0,299.0
326.0,510.0,131.0,299.0
326.0,510.0,131.0,299.0
326.0,510.0,131.0,299.0
326.0,509.0,131.0,299.0
325.0,509.0,131.0,298.0
325.0,509.0,131.0,298.0
325.0,508.0,131.0,298.0
325.0,508.0,131.0,298.0
325.0,508.0,131.0,298.0
325.0,508.0,131.0,298.0
325.0,507.0,131.0,298.0
325.0,507.0,131.0,298.0
324.0,507.0,131.0,297.0
324.0,507.0,131.0,297.0
324.0,507.0,131.0,297.0
324.0,506.0,131.0,297.0
324.0,506.0,131.0,297.0
324.0,506.0,131.0,297.0
324.0,506.0,131.0,297.0
324.0,506.0,131.0,297.0
324.0,506.0,131.0,297.0
324.0,506.0,131.0,296.0
323.0,505.0,131.0,296.0
323.0,505.0,130.0,296.0
323.0,504.0,130.0,296.0
323.0,504.0,130.0,296.0
323.0,504.0,130.0,296.0
323.0,504.0,130.0,295.0
323.0,504.0,130.0,295.0
322.0,503.0,130.0,295.0
322.0,503.0,130.0,295.0
322.0,503.0,130.0,295.0
322.0,503.0,130.0,295.0
322.0,503.0,130.0,295.0
322.0,503.0,130.0,294.0
343.0,546.0,150.0,348.0
343.0,546.0,150.0,348.0
343.0,545.0,150.0,347.0
343.0,545.0,149.0,347.0
342.0,545.0,149.0,347.0
342.0,545.0,149.0,347.0
342.0,545.0,149.0,347.0
342.0,544.0,149.0,347.0
341.0,544.0,149.0,346.0
341.0,544.0,149.0,346.0
341.0,544.0,149.0,346.0
341.0,543.0,149.0,346.0
340.0,543.0,149.0,346.0
340.0,543.0,149.0,346.0
340.0,542.0,149.0,345.0
340.0,542.0,149.0,345.0
340.0,542.0,149.0,345.0
340.0,542.0,149.0,345.0
339.0,542.0,149.0,344.0
339.0,541.0,148.0,344.0
339.0,541.0,148.0,344.0
339.0,541.0,148.0,344.0
339.0,541.0,148.0,343.0
338.0,540.0,148.0,343.0
338.0,540.0,148.0,343.0
338.0,540.0,148.0,342.0
338.0,539.0,148.0,342.0
337.0,539.0,148.0,342.0
337.0,539.0,147.0,341.0
337.0,539.0,147.0,341.0
337.0,538.0,147.0,341.0
337.0,538.0,147.0,340.0
336.0,538.0,147.0,340.0
336.0,537.0,147.0,340.0
336.0,537.0,147.0,339.0
336.0,536.0,146.0,339.0
336.0,536.0,146.0,339.0
335.0,536.0,146.0,338.0
335.0,535.0,146.0,338.0
335.0,535.0,146.0,338.0
334.0,534.0,146.0,337.0
334.0,534.0,146.0,337.0
334.0,534.0,146.0,337.0
334.0,533.0,146.0,337.0
333.0,533.0,146.0,336.0
333.0,532.0,146.0,336.0
333.0,532.0,146.0,336.0
332.0,532.0,145.0,336.0
332.0,532.0,145.0,335.0
332.0,531.0,145.0,335.0
332.0,531.0,145.0,335.0
332.0,531.0,145.0,335.0
332.0,530.0,144.0,334.0
331.0,530.0,144.0,334.0
331.0,530.0,144.0,334.0
331.0,530.0,144.0,333.0
331.0,529.0,144.0,333.0
331.0,529.0,144.0,333.0
331.0,528.0,144.0,332.0
330.0,528.0,144.0,332.0
330.0,528.0,143.0,332.0
330.0,528.0,143.0,331.0
330.0,527.0,143.0,331.0
330.0,527.0,143.0,331.0
329.0,527.0,143.0,331.0
329.0,526.0,143.0,330.0
329.0,526.0,143.0,330.0
329.0,526.0,143.0,329.0
329.0,525.0,143.0,329.0
329.0,525.0,142.0,329.0
328.0,525.0,142.0,328.0
328.0,524.0,142.0,328.0
328.0,524.0,142.0,328.0
328.0,524.0,142.0,328.0
328.0,523.0,142.0,327.0
328.0,523.0,142.0,327.0
327.0,523.0,142.0,327.0
327.0,522.0,142.0,326.0
327.0,522.0,141.0,326.0
327.0,522.0,141.0,325.0
326.0,521.0,141.0,325.0
326.0,521.0,141.0,325.0
326.0,521.0,141.0,324.0
326.0,520.0,141.0,324.0
326.0,520.0,141.0,324.0
325.0,519.0,141.0,324.0
325.0,519.0,140.0,323.0
325.0,518.0,140.0,323.0
324.0,518.0,140.0,323.0
324.0,518.0,140.0,323.0
324.0,517.0,140.0,322.0
323.0,517.0,140.0,322.0
323.0,517.0,140.0,322.0
323.0,516.0,140.0,322.0
323.0,516.0,140.0,321.0
323.0,516.0,139.0,321.0
323.0,515.0,139.0,321.0
322.0,515.0,139.0,321.0
322.0,514.0,139.0,320.0
322.0,514.0,139.0,320.0
322.0,514.0,139.0,320.0
322.0,513.0,139.0,320.0
321.0,513.0,139.0,319.0
321.0,512.0,139.0,319.0
321.0,512.0,139.0,319.0
321.0,512.0,138.0,319.0
321.0,511.0,138.0,318.0
320.0,511.0,138.0,318.0
319.0,510.0,138.0,318.0
318.0,510.0,138.0,318.0
318.0,509.0,138.0,318.0
318.0,509.0,138.0,318.0
318.0,508.0,138.0,317.0
318.0,508.0,138.0,317.0
318.0,508.0,137.0,317.0
318.0,508.0,137.0,317.0
318.0,507.0,137.0,316.0
317.0,507.0,137.0,316.0
317.0,507.0,137.0,316.0
317.0,506.0,137.0,316.0
317.0,506.0,137.0,316.0
317.0,505.0,137.0,315.0
317.0,505.0,137.0,315.0
317.0,505.0,137.0,315.0
317.0,504.0,137.0,315.0
316.0,504.0,136.0,315.0
316.0,504.0,136.0,315.0
316.0,503.0,136.0,314.0
316.0,503.0,136.0,314.0
315.0,503.0,136.0,314.0
315.0,502.0,136.0,314.0
315.0,502.0,136.0,314.0
315.0,501.0,136.0,313.0
314.0,501.0,136.0,313.0
314.0,501.0,136.0,313.0
314.0,500.0,135.0,313.0
314.0,500.0,135.0,312.0
314.0,500.0,135.0,312.0
314.0,500.0,135.0,312.0
313.0,499.0,135.0,312.0
313.0,499.0,135.0,311.0
313.0,498.0,135.0,311.0
313.0,498.0,135.0,311.0
313.0,498.0,135.0,311.0
313.0,497.0,135.0,311.0
312.0,497.0,135.0,310.0
312.0,497.0,134.0,310.0
312.0,496.0,134.0,310.0
312.0,496.0,134.0,310.0
312.0,496.0,134.0,310.0
312.0,495.0,134.0,309.0
